canonical_facility_id,facility_name,facility_type,facility_subtype,operator,state,district,latitude,longitude,capacity_mw,primary_fuel,commissioning_year,closure_year,source_manual,source_wri,source_osm,verification_status,geometry_source
FAC_TPP_051          ,Neyveli Thermal Power Station-II                                      ,thermal_power_plant  ,lignite                                                                               ,NLC India Limited                                                                                                  ,Tamil Nadu       ,Cuddalore                    ,11.62           ,79.48           ,NA         ,NA          ,1978.0,,True         ,False     ,False,probable           ,point_only
FAC_TPP_052          ,Neyveli New Thermal Power Station                                     ,thermal_power_plant  ,lignite                                                                               ,NLC India Limited                                                                                                  ,Tamil Nadu       ,Cuddalore                    ,11.6            ,79.49           ,NA         ,NA          ,2021.0,,True         ,False     ,False,probable           ,point_only
FAC_TPP_054          ,NTPL Tuticorin Thermal Power Station                                  ,thermal_power_plant  ,coal                                                                                  ,NLC Tamil Nadu Power Limited                                                                                       ,Tamil Nadu       ,Thoothukudi                  ,8.75           ,78.1            ,NA         ,NA          ,2015.0,,True         ,False     ,False,probable           ,point_only
FAC_TPP_070          ,Raichur Thermal Power Station                                         ,thermal_power_plant  ,coal                                                                                  ,Karnataka Power Corporation                                                                                        ,Karnataka        ,Raichur                      ,16.36           ,77.34           ,NA         ,NA          ,1985.0,,True         ,False     ,True,probable           ,mapped_polygon
FAC_TPP_071          ,Bellary Thermal Power Station                                         ,thermal_power_plant  ,coal                                                                                  ,Karnataka Power Corporation                                                                                        ,Karnataka        ,Ballari                      ,15.19           ,76.72           ,1700.0     ,coal        ,2007.0,,True         ,True      ,False,probable           ,point_only
FAC_TPP_072          ,Yermarus Thermal Power Station                                        ,thermal_power_plant  ,coal                                                                                  ,Karnataka Power Corporation                                                                                        ,Karnataka        ,Raichur                      ,16.3            ,77.3            ,NA         ,NA          ,1995.0,,True         ,False     ,False,probable           ,point_only
FAC_TPP_089          ,Dr. Narla Tata Rao Thermal Power Station                              ,thermal_power_plant  ,coal                                                                                  ,Andhra Pradesh Power Generation Corporation                                                                        ,Andhra Pradesh   ,Krishna                      ,16.59           ,80.53           ,NA         ,NA          ,1979.0,,True         ,False     ,False,probable           ,point_only
FAC_TPP_090          ,Rayalaseema Thermal Power Station                                     ,thermal_power_plant  ,coal                                                                                  ,Andhra Pradesh Power Generation Corporation                                                                        ,Andhra Pradesh   ,YSR Kadapa                   ,14.7            ,78.46           ,NA         ,NA          ,1994.0,,True         ,False     ,True,probable           ,mapped_polygon
FAC_TPP_091          ,Sri Damodaram Sanjeevaiah Thermal Power Station                       ,thermal_power_plant  ,coal                                                                                  ,Andhra Pradesh Power Generation Corporation                                                                        ,Andhra Pradesh   ,Nellore                      ,14.45           ,79.98           ,NA         ,NA          ,2013.0,,True         ,False     ,False,probable           ,point_only
FAC_TPP_097          ,Udupi Thermal Power Station                                           ,thermal_power_plant  ,coal                                                                                  ,Adani Power Limited                                                                                                ,Karnataka        ,Udupi                        ,13.35           ,74.75           ,NA         ,NA          ,2016.0,,True         ,False     ,False,probable           ,point_only
FAC_TPP_104          ,Mutiara Thermal Power Station                                         ,thermal_power_plant  ,coal                                                                                  ,Adani Power Limited                                                                                                ,Tamil Nadu       ,Chengalpattu                 ,12.7            ,80.0            ,NA         ,NA          ,2024.0,,True         ,False     ,False,probable           ,point_only
FAC_VIJAYANAGAR_JSW  ,JSW Vijayanagar Power Station                                         ,thermal_power_plant  ,coal                                                                                  ,JSW Energy Limited                                                                                                 ,Karnataka        ,Ballari                      ,15.18           ,76.66           ,860.0      ,coal        ,2000.0,,True         ,True      ,True,probable           ,mapped_polygon
FAC_TPP_116          ,Meenakshi Energy Thermal Power Station                                ,thermal_power_plant  ,coal                                                                                  ,Vedanta Power Limited                                                                                              ,Andhra Pradesh   ,Krishna                      ,16.59           ,80.53           ,NA         ,NA          ,2011.0,,True         ,False     ,False,probable           ,point_only
FAC_TPP_128          ,Thermal Powertech Corporation India                                   ,thermal_power_plant  ,coal                                                                                  ,Sembcorp India Limited                                                                                             ,Andhra Pradesh   ,Krishna                      ,16.59           ,80.53           ,NA         ,NA          ,2012.0,,True         ,False     ,False,probable           ,point_only
FAC_TPP_129          ,SEPC Tuticorin Thermal Power Station                                  ,thermal_power_plant  ,coal                                                                                  ,MEIL Power Limited                                                                                                 ,Tamil Nadu       ,Thoothukudi                  ,8.8            ,78.15           ,NA         ,NA          ,2014.0,,True         ,False     ,False,probable           ,point_only
FAC_TPP_130          ,Simhapuri Energy Thermal Power Station                                ,thermal_power_plant  ,coal                                                                                  ,Simhapuri Energy Limited                                                                                           ,Andhra Pradesh   ,Nellore                      ,14.45           ,79.98           ,NA         ,NA          ,2012.0,,True         ,False     ,False,probable           ,point_only
FAC_IND_MINE_069     ,Ramagundam OCP-III                                                    ,mine                 ,coal                                                                                  ,Singareni Collieries Co Ltd                                                                                        ,Telangana        ,Mancherial                   ,18.75           ,79.51           ,NA         ,NA          ,1989.0,,True         ,False     ,False,probable           ,point_only
FAC_IND_MINE_070     ,Ramagundam OCP-I                                                      ,mine                 ,coal                                                                                  ,Singareni Collieries Co Ltd                                                                                        ,Telangana        ,Mancherial                   ,18.76           ,79.52           ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_MINE_071     ,Ramagundam OCP-II                                                     ,mine                 ,coal                                                                                  ,Singareni Collieries Co Ltd                                                                                        ,Telangana        ,Mancherial                   ,18.74           ,79.5            ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_MINE_072     ,Kothagudem OCP                                                        ,mine                 ,coal                                                                                  ,Singareni Collieries Co Ltd                                                                                        ,Telangana        ,Bhadradri Kothagudem         ,17.55           ,80.62           ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_MINE_075     ,Donimalai Iron Ore Mine                                               ,mine                 ,iron_ore                                                                              ,NMDC Limited                                                                                                       ,Karnataka        ,Ballari                      ,15.05           ,76.53           ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_MINE_076     ,Kumaraswamy Iron Ore Mine                                             ,mine                 ,iron_ore                                                                              ,NMDC Limited                                                                                                       ,Karnataka        ,Ballari                      ,15.06           ,76.55           ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_MINE_085     ,Tunga Iron Ore Mine                                                   ,mine                 ,iron_ore                                                                              ,JSW Steel Ltd                                                                                                      ,Karnataka        ,Ballari                      ,15.1            ,76.6            ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_MINE_086     ,Nandi Iron Ore Mine                                                   ,mine                 ,iron_ore                                                                              ,JSW Steel Ltd                                                                                                      ,Karnataka        ,Ballari                      ,15.12           ,76.62           ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_MINE_104     ,Neyveli Mine-I                                                        ,mine                 ,lignite                                                                               ,NLC India Ltd                                                                                                      ,Tamil Nadu       ,Cuddalore                    ,11.61           ,79.47           ,NA         ,NA          ,1962.0,,True         ,False     ,False,probable           ,point_only
FAC_IND_MINE_105     ,Neyveli Mine-IA                                                       ,mine                 ,lignite                                                                               ,NLC India Ltd                                                                                                      ,Tamil Nadu       ,Cuddalore                    ,11.62           ,79.48           ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_MINE_106     ,Neyveli Mine-II                                                       ,mine                 ,lignite                                                                               ,NLC India Ltd                                                                                                      ,Tamil Nadu       ,Cuddalore                    ,11.59           ,79.49           ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_MINE_116     ,Rajahmundry Asset                                                     ,oil_field            ,oil                                                                                   ,ONGC                                                                                                               ,Andhra Pradesh   ,East Godavari                ,17.0            ,81.8            ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_MINE_117     ,Karaikal Asset                                                        ,oil_field            ,oil                                                                                   ,ONGC                                                                                                               ,Puducherry       ,Karaikal                     ,10.93           ,79.84           ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_GPP_007      ,Gadimoga Onshore Gas Terminal (KG-D6 OGT)                             ,gas_processing_plant ,deepwater_gas_processing_terminal                                                     ,Reliance Industries Limited (RIL) / bp                                                                             ,Andhra Pradesh   ,Kakinada                     ,16.829          ,82.261          ,NA         ,NA          ,2009.0,,True         ,False     ,False,probable           ,point_only
FAC_IND_GPP_008      ,Odalarevu Onshore Gas Terminal (VA-S1 & KG-98/2)                      ,gas_processing_plant ,deepwater_gas_processing_terminal                                                     ,Oil and Natural Gas Corporation (ONGC)                                                                             ,Andhra Pradesh   ,Dr. B.R. Ambedkar Konaseema  ,16.442          ,81.996          ,NA         ,NA          ,2018.0,,True         ,False     ,False,probable           ,point_only
FAC_IND_GPP_009      ,Tatipaka Gas Processing Plant                                         ,gas_processing_plant ,onshore_gas_processing_plant                                                          ,Oil and Natural Gas Corporation (ONGC)                                                                             ,Andhra Pradesh   ,Dr. B.R. Ambedkar Konaseema  ,16.485          ,81.821          ,NA         ,NA          ,2001.0,,True         ,False     ,False,probable           ,point_only
FAC_IND_GPP_013      ,Mallavaram Deen Dayal Onshore Gas Terminal                            ,gas_processing_plant ,high_pressure_high_temp_gas_terminal                                                  ,Oil and Natural Gas Corporation (ONGC)                                                                             ,Andhra Pradesh   ,Kakinada                     ,16.912          ,82.315          ,NA         ,NA          ,2016.0,,True         ,False     ,False,probable           ,point_only
FAC_IND_LNG_003      ,Kochi LNG Terminal                                                    ,lng_terminal         ,NA                                                                                    ,Petronet LNG Ltd                                                                                                   ,Kerala           ,Ernakulam                    ,9.98           ,76.223          ,NA         ,NA          ,2013.0,,True         ,False     ,False,probable           ,point_only
FAC_IND_LNG_005      ,Ennore LNG Terminal                                                   ,lng_terminal         ,NA                                                                                    ,IndianOil LNG Pvt Ltd                                                                                              ,Tamil Nadu       ,Thiruvallur                  ,13.262          ,80.334          ,NA         ,NA          ,2019.0,,True         ,False     ,False,probable           ,point_only
FAC_IND_OIL_001      ,Krishnapatnam Coastal POL Installation (BPCL)                         ,oil_terminal         ,NA                                                                                    ,BPCL                                                                                                               ,Andhra Pradesh   ,Nellore                      ,14.279899       ,80.135324       ,NA         ,NA          ,2022.0,,True         ,False     ,False,probable           ,point_only
FAC_IND_OIL_005      ,Mangalore Installation (BPCL)                                         ,oil_terminal         ,NA                                                                                    ,BPCL                                                                                                               ,Karnataka        ,Dakshina Kannada             ,12.959509       ,74.812629       ,NA         ,NA          ,,,True         ,False     ,True,probable           ,mapped_polygon
FAC_IND_OIL_006      ,Mangalore Terminal (HPCL)                                             ,oil_terminal         ,NA                                                                                    ,HPCL                                                                                                               ,Karnataka        ,Dakshina Kannada             ,12.975957       ,74.838175       ,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_IND_OIL_007      ,Mangalore Terminal (IOCL)                                             ,oil_terminal         ,NA                                                                                    ,IOCL                                                                                                               ,Karnataka        ,Dakshina Kannada             ,12.913889       ,74.813889       ,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_IND_OIL_008      ,Irumpanam Installation (BPCL)                                         ,oil_terminal         ,NA                                                                                    ,BPCL                                                                                                               ,Kerala           ,Ernakulam                    ,9.978528       ,76.350397       ,NA         ,NA          ,,,True         ,False     ,True,verified           ,mapped_polygon
FAC_IND_OIL_009      ,Irumpanam Terminal (HPCL)                                             ,oil_terminal         ,NA                                                                                    ,HPCL                                                                                                               ,Kerala           ,Ernakulam                    ,9.986053       ,76.354172       ,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_IND_OIL_010      ,Irumpanam Terminal (IOCL)                                             ,oil_terminal         ,NA                                                                                    ,IOCL                                                                                                               ,Kerala           ,Ernakulam                    ,9.979722       ,76.353056       ,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_IND_OIL_012      ,Chennai New Terminal (HPCL)                                           ,oil_terminal         ,NA                                                                                    ,HPCL                                                                                                               ,Tamil Nadu       ,Tiruvallur                   ,13.242361       ,80.311467       ,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_IND_OIL_013      ,Ennore Installation (BPCL)                                            ,oil_terminal         ,NA                                                                                    ,BPCL                                                                                                               ,Tamil Nadu       ,Tiruvallur                   ,13.243603       ,80.308667       ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_OIL_014      ,Ennore Terminal (IOCL)                                                ,oil_terminal         ,NA                                                                                    ,IOCL                                                                                                               ,Tamil Nadu       ,Tiruvallur                   ,13.287789       ,80.330789       ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_PET_010      ,Manali Petrochemicals Limited                                         ,petrochemical_complex,NA                                                                                    ,Manali Petrochemicals Limited (AM International / ex-SPIC)                                                         ,Tamil Nadu       ,Chennai (Manali)             ,13.160444       ,80.277528       ,NA         ,NA          ,1990.0,,True         ,False     ,False,verified           ,point_only
FAC_IND_STR_002      ,Guntakal POL Depot (IOCL)                                             ,storage_terminal     ,NA                                                                                    ,IOCL                                                                                                               ,Andhra Pradesh   ,Anantapur                    ,15.168          ,77.371          ,NA         ,NA          ,,,True         ,False     ,False,unverified         ,point_only
FAC_IND_STR_003      ,Guntakal POL Depot (IOCL)                                             ,storage_terminal     ,NA                                                                                    ,IOCL                                                                                                               ,Andhra Pradesh   ,Anantapur                    ,15.156486       ,77.455522       ,NA         ,NA          ,,,True         ,False     ,False,unverified         ,point_only
FAC_IND_STR_004      ,Kadapa Terminal (HPCL)                                                ,storage_terminal     ,NA                                                                                    ,HPCL                                                                                                               ,Andhra Pradesh   ,Y.S.R. Kadapa                ,14.417442       ,78.942474       ,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_IND_STR_005      ,Rajahmundry Terminal (HPCL)                                           ,storage_terminal     ,NA                                                                                    ,HPCL                                                                                                               ,Andhra Pradesh   ,East Godavari                ,17.202068       ,81.844974       ,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_IND_STR_006      ,Vijayawada Terminal (HPCL)                                            ,storage_terminal     ,NA                                                                                    ,HPCL                                                                                                               ,Andhra Pradesh   ,Krishna                      ,16.575          ,80.55           ,NA         ,NA          ,,,True         ,False     ,False,unverified         ,point_only
FAC_IND_STR_007      ,Vijayawada Terminal (HPCL)                                            ,storage_terminal     ,NA                                                                                    ,HPCL                                                                                                               ,Andhra Pradesh   ,Krishna                      ,16.65638        ,80.56018        ,NA         ,NA          ,,,True         ,False     ,False,unverified         ,point_only
FAC_IND_STR_008      ,Vijayawada Terminal (IOCL)                                            ,storage_terminal     ,NA                                                                                    ,IOCL                                                                                                               ,Andhra Pradesh   ,Krishna                      ,16.657226       ,80.553092       ,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_IND_STR_009      ,Visakh White Oil Terminal (HPCL)                                      ,storage_terminal     ,NA                                                                                    ,HPCL                                                                                                               ,Andhra Pradesh   ,Visakhapatnam                ,17.717866       ,83.243907       ,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_IND_STR_041      ,MANGALORE                                                             ,storage_terminal     ,NA                                                                                    ,NA                                                                                                                 ,Karnataka        ,Mangaluru taluk              ,12.91382        ,74.81177        ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_STR_042      ,Belgaum Desur Depot (IOCL)                                            ,storage_terminal     ,NA                                                                                    ,IOCL                                                                                                               ,Karnataka        ,Belagavi                     ,15.751829       ,74.494296       ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_STR_043      ,Bengaluru Terminal (HPCL)                                             ,storage_terminal     ,NA                                                                                    ,HPCL                                                                                                               ,Karnataka        ,Bengaluru Rural              ,12.98702        ,77.84745        ,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_IND_STR_044      ,Bijapur POL Depot (IOCL)                                              ,storage_terminal     ,NA                                                                                    ,IOCL                                                                                                               ,Karnataka        ,Vijayapura                   ,16.83495        ,75.741808       ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_STR_045      ,Desur POL Depot (BPCL)                                                ,storage_terminal     ,NA                                                                                    ,BPCL                                                                                                               ,Karnataka        ,Belagavi                     ,15.755797       ,74.496317       ,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_IND_STR_046      ,Devanagonthi Depot (IOCL)                                             ,storage_terminal     ,NA                                                                                    ,IOCL                                                                                                               ,Karnataka        ,Bengaluru Rural              ,12.987038       ,77.83696        ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_STR_047      ,Devangunthi POL Terminal (BPCL)                                       ,storage_terminal     ,NA                                                                                    ,BPCL                                                                                                               ,Karnataka        ,Bengaluru Rural              ,12.986353       ,77.844206       ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_STR_048      ,Gulbarga Depot (HPCL)                                                 ,storage_terminal     ,NA                                                                                    ,HPCL                                                                                                               ,Karnataka        ,Kalaburagi                   ,17.27092        ,76.87315        ,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_IND_STR_049      ,Gulbarga Depot (IOCL)                                                 ,storage_terminal     ,NA                                                                                    ,IOCL                                                                                                               ,Karnataka        ,Kalaburagi                   ,17.268935       ,76.873462       ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_STR_050      ,Gulbarga POL Depot (BPCL)                                             ,storage_terminal     ,NA                                                                                    ,BPCL                                                                                                               ,Karnataka        ,Kalaburagi                   ,17.27           ,76.874          ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_STR_051      ,Hassan Terminal (BPCL)                                                ,storage_terminal     ,NA                                                                                    ,BPCL                                                                                                               ,Karnataka        ,Hassan                       ,12.9836         ,76.1187         ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_STR_052      ,Hassan Terminal (HPCL)                                                ,storage_terminal     ,NA                                                                                    ,HPCL                                                                                                               ,Karnataka        ,Hassan                       ,12.9836         ,76.1187         ,NA         ,NA          ,,,True         ,False     ,True,verified           ,mapped_polygon
FAC_IND_STR_053      ,Hassan Terminal (IOCL)                                                ,storage_terminal     ,NA                                                                                    ,IOCL                                                                                                               ,Karnataka        ,Hassan                       ,12.9836         ,76.1187         ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_STR_054      ,Hubli Depot (HPCL)                                                    ,storage_terminal     ,NA                                                                                    ,HPCL                                                                                                               ,Karnataka        ,Dharwad                      ,15.41378        ,75.06767        ,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_IND_STR_055      ,Mysore Depot (BPCL)                                                   ,storage_terminal     ,NA                                                                                    ,BPCL                                                                                                               ,Karnataka        ,Mysuru                       ,12.342605       ,76.638852       ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_STR_056      ,Mysore Depot (IOCL)                                                   ,storage_terminal     ,NA                                                                                    ,IOCL                                                                                                               ,Karnataka        ,Mysuru                       ,12.341814       ,76.640285       ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_STR_057      ,Navalur Hubli Depot (IOCL)                                            ,storage_terminal     ,NA                                                                                    ,IOCL                                                                                                               ,Karnataka        ,Dharwad                      ,15.408236       ,75.064085       ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_STR_058      ,KOCHI                                                                 ,storage_terminal     ,NA                                                                                    ,NA                                                                                                                 ,Kerala           ,Kochi                        ,9.98711        ,76.22307        ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_STR_059      ,Kozhikode Depot (HPCL)                                                ,storage_terminal     ,NA                                                                                    ,HPCL                                                                                                               ,Kerala           ,Kozhikode                    ,11.34815        ,75.740558       ,NA         ,NA          ,,,True         ,False     ,True,verified           ,mapped_polygon
FAC_IND_STR_060      ,Kozhikode Depot (IOCL)                                                ,storage_terminal     ,NA                                                                                    ,IOCL                                                                                                               ,Kerala           ,Kozhikode                    ,11.172222       ,75.833056       ,NA         ,NA          ,,,True         ,False     ,True,probable           ,mapped_polygon
FAC_IND_STR_092      ,CHENNAI                                                               ,storage_terminal     ,NA                                                                                    ,NA                                                                                                                 ,Tamil Nadu       ,Chennai                      ,13.11513        ,80.29805        ,NA         ,NA          ,,,True         ,False     ,True,probable           ,mapped_polygon
FAC_IND_STR_093      ,Coimbatore Depot (HPCL)                                               ,storage_terminal     ,NA                                                                                    ,HPCL                                                                                                               ,Tamil Nadu       ,Coimbatore                   ,11.030765       ,77.081881       ,NA         ,NA          ,,,True         ,False     ,False,verified           ,point_only
FAC_IND_STR_094      ,Coimbatore Depot (IOCL)                                               ,storage_terminal     ,NA                                                                                    ,IOCL                                                                                                               ,Tamil Nadu       ,Coimbatore                   ,11.031376       ,77.079762       ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
FAC_IND_STR_095      ,Dharmapuri Terminal (HPCL)                                            ,storage_terminal     ,NA                                                                                    ,HPCL                                                                                                               ,Tamil Nadu       ,Dharmapuri                   ,12.066          ,78.12           ,NA         ,NA          ,2022.0,,True         ,False     ,False,verified           ,point_only
FAC_IND_STR_096      ,Irugur Top (BPCL)                                                     ,storage_terminal     ,NA                                                                                    ,BPCL                                                                                                               ,Tamil Nadu       ,Coimbatore                   ,11.024901       ,77.083837       ,NA         ,NA          ,,,True         ,False     ,False,probable           ,point_only
